,Label,Synonym,Id,PMID,DefiningCitation,SuperCategory,Species/taxa,Definition,DefiningCriteria,Has role,FBbt Id,Abbrev,FBBT Link,Fasciculates with,CellSomaShape,CellSomaSize,Located in,SpineDensityOnDendrites,DendriteLocation,BranchingMetrics,AxonMyelination,AxonProjectionLaterality,LocationOfAxonArborization,LocationOfLocalAxonArborization,OriginOfAxon,Neurotransmitter/NeurotransmitterReceptors,MolecularConstituents,Curator_Notes,Phenotypes: ilx:has_location_phenotype,Notes
:Category:Multidendritic neuron,Multidendritic neuron,Type II neuron,nlx_147849,,,Sensory neuron (FBbt Term),:Category:Drosophila,Sensory neuron of the PNS having multiple dendrites.,,,:Category:Multidendritic neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00005209,,,,,,,,,,,,,,,,,
:Category:Mushroom body (Honey bee) Kenyon cell,Mushroom body (Honey bee) Kenyon cell,mushroom body intrinsic neuron,nlx_151687,,,Neuron,:Category:Honey bee,A Kenyon cell is an intrinsic neuron of the mushroom body. Its cell body is situated in the soma rind of the calyx of the mushroom body. The primary neurite originates in the soma layer and projects to the calyx neuropil.Here it divides into a dendritic tree and an axon.  The latter projects into the mushroom body peduncle and lobes.,,:Category:Intrinsic neuron role,,KC,,,Category:Spherical ,Small soma,:Category:Soma rind,:Category:Spiny high density,:Category:Mushroom body calyx,unipolar,unmyelinated,ipsilateral,,":Category:Peduncle,:Category:Lobes",dendrite,,":Category:Kakusai gene,:Category:MKast gene",,,
:Category:Mushroom body alpha / beta neuron,Mushroom body alpha / beta neuron,alpha / beta Kenyon cell,nlx_148596,,,Kenyon cell,:Category:Drosophila,"Mushroom body neuron that bifurcates at the anterior end of the pedunculus and projects into the alpha and beta lobes of the mushroom body. The alpha / beta neurons are the last born of the Kenyon cells, born during the pupal stage. In the pedunculus, the alpha / beta neurons occupy the core stratum with the gamma axons at the periphery and the alpha' / beta' neurons in the intermediate stratum (Awasaki et al., 2006). It also arborizes in the calyx, forming pre- and post-synaptic terminals (Christiansen et al., 2011).",,,:Category:Mushroom body alpha / beta neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100248,,,,,,,,,,,,,,,,,
:Category:Mushroom body alpha' / beta' neuron,Mushroom body alpha' / beta' neuron,mushroom body alpha'' / beta'' Kenyon cell,nlx_148597,,,Kenyon cell,:Category:Drosophila,"Mushroom body neuron that bifurcates at the anterior end of the pedunculus, projecting into the mushroom body alpha'-lobe and beta'-lobe. The alpha' / beta' neurons are the second born of the Kenyon cells, born during the mid-larval stage before the alpha and beta neurons, but after the gamma neurons. In the pedunculus, the alpha' and beta' neurons occupy the intermediate stratum between the gamma axons at the periphery and the alpha / beta neurons at the core. The alpha' / beta' neuron also arborizes in the calyx, forming post-synaptic terminals (Christiansen et al., 2011).",,,:Category:Mushroom body alpha' / beta' neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100249,,,,,,,,,,,,,,,,,
:Category:Mushroom body anterior inferior medial cell,Mushroom body anterior inferior medial cell,MB-AIM,nlx_148571,,,Mushroom body intrinsic neuron,:Category:Drosophila,"A neuron, whose cell body is part of a cluster of approximately fifty mushroom body intrinsic neurons per brain hemisphere, that is located in front of the anterior inferior medial protocerebrum, anterior to the vertical and medial mushroom body lobes. The cell body fiber enters the medial lobe through the gap between the gamma and beta' lobes. Within the gamma lobe, neurite projection is limited to the middle segment between the tip and the base of the lobe, named as gamma4. In the beta', neurites arborize in the lateral part of the beta'a stratum (beta'a1) and the medial segment of beta'm and beta'p strata (beta'm2 and beta'p2). At the medial edge of the beta'm and beta'p strata, some of the fibers project to the contralateral lobe.",,,:Category:Mushroom body anterior inferior medial cell,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100223,,,,,,,,,,,,,,,,,
:Category:Mushroom body calyx arborizing neuron 1,Mushroom body calyx arborizing neuron 1,MB-C1,nlx_148574,,,Mushroom body extrinsic neuron,:Category:Drosophila,"Neuron whose cell body is located at the posterior area of the lateral cell body region between the posteriorlateral protocerebrum and the optic lobe. There is only one of these per hemisphere. It projects dorsally towards the lateral horn before branching and extensively arborizing in the ventral part of the lateral horn, then turning medially and terminating in the calyx.",,,:Category:Mushroom body calyx arborizing neuron 1,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100226,,,,,,,,,,,,,,,,,
:Category:Mushroom body calyx arborizing neuron 2,Mushroom body calyx arborizing neuron 2,MB-C2,nlx_148576,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron whose cell body is located on the posterior superior medial protocerebrum close to the pars intercerebralis. There are 3 of these per hemisphere. Their cell bodies form a cluster. The cell body fiber runs ventrally and bifurcates near the protocerebral bridge to form a laterodorsal and a lateroventral projection. The dorsal projection arborizes in the superior and inferior neuropils, with some branches entering the accessory calyx of the mushroom body. Some of these fibers connect the accessory calyx and the ventral peripheral zone of the main calyx. The ventral projection forms extensive arborization in the superior and inferior neuropils, and further projects to the posteriorlateral protocerebrum.",,,:Category:Mushroom body calyx arborizing neuron 2,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100228,,,,,,,,,,,,,,,,,
:Category:Mushroom body calyx-pedunculus arborizing neuron 1,Mushroom body calyx-pedunculus arborizing neuron 1,MB-C1,nlx_148588,,,Mushroom body extrinsic neuron,:Category:Drosophila,"One of approximately two neurons per brain hemisphere whose cell body is located on the posteriorlateral protocerebrum, ventrolateral to the calyx. The cell body fiber projects to and arborizes with the pedunculus where it bifurcates, with one branch turning posteriorly to terminate in the calyx. The other branch projects anteriorly through the pedunculus, turns medially and runs below the medial lobe. The fiber then turns dorsally, enters the medial lobe and bifurcates in the gamma lobe. One of these fibers turns medially to the opposite medial lobe, whilst the other turns dorsolaterally and terminates in the inferior neuropils, posterior to the medial lobe.",,,:Category:Mushroom body calyx-pedunculus arborizing neuron 1,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100240,,,,,,,,,,,,,,,,,
:Category:Mushroom body extrinsic neuron,Mushroom body extrinsic neuron,,nlx_148575,,,Extrinsic neuron,:Category:Drosophila,Neuron that innervates the mushroom body and other neuropils.,,,:Category:Mushroom body extrinsic neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100227,,,,,,,,,,,,,,,,,
:Category:Mushroom body gamma neuron,Mushroom body gamma neuron,gamma Kenyon cell,nlx_148595,,,Kenyon cell,:Category:Drosophila,"Mushroom body neuron that innervates the mushroom body vertical and medial lobes of larvae, but is pruned back during early pupal stages to innervate only the gamma lobe (Awasaki and Ito, 2004, Awasaki et al., 2006). The gamma neurons are the first born of the Kenyon cells, born before the alpha' and beta' neurons. In the pedunculus, the gamma axons occupy the periphery, with the alpha / beta neurons occupying the core stratum and the alpha' / beta' neurons in the intermediate stratum (Awasaki and Ito, 2004, Awasaki et al., 2006, Tanaka et al., 2008). The gamma neuron also arborizes in the calyx, forming pre- and post-synaptic terminals (Christiansen et al., 2011).",,,:Category:Mushroom body gamma neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100247,,,,,,,,,,,,,,,,,
:Category:Mushroom body intrinsic neuron,Mushroom body intrinsic neuron,,nlx_148164,,,Intrinsic neuron (FBbt Term),:Category:Drosophila,An interneuron that innervates only the mushroom body.,,,:Category:Mushroom body intrinsic neuron,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00007484,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial lobe arborizing neuron 1,Mushroom body medial lobe arborizing neuron 1,MB-M1,nlx_148577,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron, which is part of a cluster of five or six neurons per brain hemisphere, whose cell body is located in front of the inferior neuropils, anterior to the middle part of the medial lobe. A neurite projects dorsolaterally and forms arborizations further in the inferior neuropils and within the superior neuropils. Some of these branches extend ventromedially and arborize in the medial-most segments of the gamma lobe and the beta-s and beta'-a strata. Some of the fibers further project to the contralateral medial lobes.",,,:Category:Mushroom body medial lobe arborizing neuron 1,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100229,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial lobe arborizing neuron 2,Mushroom body medial lobe arborizing neuron 2,MB-M2,nlx_148578,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron, which is part of a cluster of approximately ten neurons per brain hemisphere, whose cell body lies on the inferior neuropils above the anterior surface of the middle part of the gamma lobe. The cell body fiber runs dorsally on the anterior surface of the gamma lobe, with one branch innervating the middle part of the gamma lobe. Another branch further bifurcates on the dorsal surface of the medial lobe. One of these branches terminates in the inferior neuropils behind the medial lobe, whilst the other turns medially through the border between the gamma and beta' lobes and enters the opposite hemisphere. The fibers from the opposite hemisphere run horizontally, enter the medial lobe through border between the gamma and beta' lobes and forms arborization in the middle part of the gamma lobe.",,,:Category:Mushroom body medial lobe arborizing neuron 2,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100230,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial lobe arborizing neuron 3,Mushroom body medial lobe arborizing neuron 3,MB-M3,nlx_148579,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron, which is part of a cluster of two to five neurons per brain hemisphere, whose cell body is found on the inferior neuropils near the junction of the lobes. The cell body fiber arborizes in the inferior and superior neuropils. The main fiber runs medially towards the tip of the medial lobe. Before entering the beta lobe, fibers branch off to project to the opposite hemisphere. The fibers entering the beta lobe arborize in the medial segment.",,,:Category:Mushroom body medial lobe arborizing neuron 3,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100231,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial lobe arborizing neuron 4,Mushroom body medial lobe arborizing neuron 4,MB-M4,nlx_148580,,,Mushroom body extrinsic neuron,:Category:Drosophila,"Neuron whose cell body is located on the superior neuropils of each hemisphere, anterior to the pars intercerebralis. The cell body fiber is sent ventrally towards the medial lobe. Arborizations occur in the inferior neuropils just dorsal to the beta' lobe. The main fiber enters the mushroom body between the gamma and beta' lobes and forms terminals in the medial segment of the beta' lobe. Fibers then further run medially to the opposite beta' lobe. There are two of these per hemisphere.",,,:Category:Mushroom body medial lobe arborizing neuron 4,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100232,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial lobe arborizing neuron 5,Mushroom body medial lobe arborizing neuron 5,MB-M5,nlx_148581,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron, which is part of a cluster of approximately 5 neurons per brain hemisphere, whose cell body is located on the inferior neuropils, anterior to the vertical lobe. The cell body fiber travels medially and arborizes in the inferior neuropils above the middle part of the medial lobe. The main fibers then intermingle with the MB-M4 neurons and enter the medial lobe through the same pathway as MB-M4.",,,:Category:Mushroom body medial lobe arborizing neuron 5,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100233,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial lobe arborizing neuron 6,Mushroom body medial lobe arborizing neuron 6,MB-M6,nlx_148582,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A bilateral neuron whose cell body is located on the superior neuropils, anterior to the pars intercerebralis. The cell body fiber travels ventrally towards the medial lobe, running along the anterior surface of the gamma lobe, turning medially at the bottom of the gamma lobe and forming a terminal in the most medial segment of the gamma lobe. The main fiber then enters the opposite gamma lobe, runs dorsolaterally through the border between the gamma and beta' lobes, arborizing in the inferior and superior neuropils.",,,:Category:Mushroom body medial lobe arborizing neuron 6,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100234,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial lobe arborizing neuron 7,Mushroom body medial lobe arborizing neuron 7,MB-M7,nlx_148583,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron, which is part of a cluster of approximately two neurons per brain hemisphere, whose cell body is found in the inferior neuropils, anterior to the medial lobe. The cell body fibers project mediodorsally and bifurcate in the inferior neuropils. One branch arborizes here and the other runs ventromedially in the anterior surface of the medial lobe and innervates the gamma lobe.",,,:Category:Mushroom body medial lobe arborizing neuron 7,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100235,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial-vertical lobe arborizing neuron 1,Mushroom body medial-vertical lobe arborizing neuron 1,MB-MV1,nlx_148589,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron whose cell body is located in the inferior neuropils, ventrolateral to the calyx of each brain hemisphere. The cell body fiber projects towards the anterior of the inferior neuropils. On the way there it bifurcates with one branch turning ventrally and terminating in the ventral complex. The second branch further branches in the inferior neuropil close to the beta lobe. One of these branches runs medially to the opposite hemisphere. Another turns ventrolaterally and arborizes in the basal segments of the gamma lobe and the alpha lobe. The final branch arborizes in the anterior region of the inferior neuropil.",,,:Category:Mushroom body medial-vertical lobe arborizing neuron 1,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100241,,,,,,,,,,,,,,,,,
:Category:Mushroom body medial-vertical lobe arborizing neuron 2,Mushroom body medial-vertical lobe arborizing neuron 2,MB-MV2,nlx_148590,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron whose cell body is located in front of the ventral complex, ventral to the junction of the lobes in each brain hemisphere. The cell body fiber runs dorsomedially to the opposite hemisphere. The fiber from the opposite hemisphere runs laterally and bifurcates behind the tip of the beta' lobe. One of the fibers runs ventrally and enters the medial-most part of the beta lobe where it arborizes through the tip of the beta-p lobe to the lateral part of the beta lobe segment. The other fiber runs dorsolaterally towards the tip region of the vertical lobe and terminates in the superior neuropils. On the way, the fiber bifurcates and one of the branches terminates in the tip of the alpha' lobe.",,,:Category:Mushroom body medial-vertical lobe arborizing neuron 2,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100242,,,,,,,,,,,,,,,,,
:Category:Mushroom body pedunculus-medial lobe and vertical lobe arborizing neuron 1,Mushroom body pedunculus-medial lobe and vertical lobe arborizing neuron 1,MB-MVP1,nlx_148593,,,Mushroom body extrinsic neuron,:Category:Drosophila,"A neuron, which is part of a cluster of at least seven neurons, whose cell body is located on the inferior neuropils, near the junction of the mushroom body lobes of each brain hemisphere. The cell body fiber bifurcates in front of the vertical lobes. One of these branches turns ventromedially to the tip of the medial lobe, whereas the other runs dorsally. The first branch innervates the medial lobe through the border between the gamma and beta' lobes and bifurcates both medially and laterally at the border between the beta and beta' lobes. One bundle of fibers runs medially to the opposite lobe, whereas the other runs laterally to the basal segments of the beta and alpha lobe as well as the core of the pedunculus. The second of the initial branches diverges in the superior neuropils near the tip of the vertical lobe. One branch turns laterally, runs through the anterior side of the vertical lobe and terminates in the superior intermediate protocerebrum and superior medial protocerebrum. Another branch turns medially and terminates in the anterior dorsal superior medial protocerebrum. Some branches turn laterally, innervating the posterior dorsal superior medial protocerebrum and posterior dorsal superior lateral protocerebrum, and terminate in the anterior dorsal superior lateral protocerebrum.",,,:Category:Mushroom body pedunculus-medial lobe and vertical lobe arborizing neuron 1,,http://www.virtualflybrain.org/site/tools/anatomy_finder/index.htm?id=FBbt:00100245,,,,,,,,,,,,,,,,,
