,Label,Synonym,Id,PMID,DefiningCitation,SuperCategory,Species,Definition,DefiningCriteria,Has role,FBbt Id,Abbrev,FBBT Link
:Category:Olfactory peduncle,Olfactory peduncle,,nlx_152599,,,Regional part of brain,,The region connecting the olfactory bulb with the basal forebrain,topography,,,,
:Category:Olfactory trigone,Olfactory trigone,Trigonum olfactorium,birnlex_4042,,,Regional part of brain,,"A small triangular area in front of the anterior perforated substance. Its apex, directed forward, occupies the posterior part of the olfactory sulcus, and is brought into view by throwing back the olfactory tract (adapted from Wikipedia)",,,,olt,
:Category:Olfactory tubercle,Olfactory tubercle,"anterior perforated space,anterior perforated substance,Tuberculum olfactorium",nlx_143578,,,Regional part of brain,:Category:Mammal,"Region in the ventral telencephalon, prominent in rodents, but present in all mammals, consisting of a laminated cortical part and the cap/hilus region.  It is traditionally viewed as part of the olfactory cortex but recognized by some as having a striatal character.  According to many authors, the structure of the OT transitions from cortical like to striatal like along the lateral medial axis.   (Maryann Martone)",,,,"OT, Tu",
:Category:Olivary pretectal nucleus,Olivary pretectal nucleus,,birnlex_1037,,"Scalia, F. 1972 The termination ofretinal axons in the pretectal region of mammals. J. Comp. Neurol. 145,223-253.",Regional part of brain,:Category:Mammal,"Small distinct nucleus in the pretectum of mammals involved in the pupillary light reflect.  In rats, it is an olive shaped (anterior) nucleus lying ventral to the brachium of the superior colliculus (Paxinos, The rat nervous system, 2nd ed, 1995, pg. 862).  Physiologically, it is identified by neurons sensitive to luminance changes.",myelo-architecture,,,OPT,
:Category:Opercular part of inferior frontal gyrus,Opercular part of inferior frontal gyrus,pars opercularis gyri frontalis inferioris,birnlex_823,,,Regional part of brain,,Component of the inferior frontal gyrus.defined as the first gyrus from the precentral gyrus.,,,,,
:Category:Optic chiasm,Optic chiasm,,birnlex_1416,,,Regional part of brain,:Category:Mammal,A location within the visual system of binocular animals where axons of retinal ganglion cells cross contralaterally or remain ipsilatterally towards termination zones in the lateral geniculate nucleus.,"connectivity, topography",:Category:Visual system function,,ox,
:Category:Optic recess of third ventricle,Optic recess of third ventricle,"preoptic recess,supraoptic recess,Recessus opticus,Recessus praeopticus,Recessus supraopticus",nlx_144280,,,Regional part of brain,,Recess in third ventricle lying in front of the optic chiasm at the base of the lamina terminalis,,,,,
:Category:Oral part of spinal trigeminal nucleus,Oral part of spinal trigeminal nucleus,,birnlex_1100,,,Regional part of brain,,,,,,Sp5O,
:Category:Oral part of ventral lateral nucleus,Oral part of ventral lateral nucleus,"ventral lateral nucleus,pars oralis,nucleus lateralis oralis situs principalis,ventral lateral thalamic nucleus,nucleus ventralis lateralis,oral part,nucleus ventrooralis externus,ventral lateral anterior nucleus,anterior part (Van Buren),subnucleus rostralis",birnlex_817,,,Regional part of brain,,,,,,"VLO,VAL(VO)",
:Category:Oral part of ventral posterolateral nucleus,Oral part of ventral posterolateral nucleus,"ventral posterolateral nucleus,nucleus ventrointermedius,nucleus ventralis posterior lateralis,nucleus lateralis intermedius lateralis,ventral posterolateral thalamic nucleus,nucleus ventralis intermedius thalami,pars oralis,nucleus ventralis intermedius (DeWulf),oral part,nucleus ventralis intermedius (Walker),nucleus posteroventralis oralis",birnlex_918,,,Regional part of brain,,,,,,VPLO,
:Category:Oral pontine reticular nucleus,Oral pontine reticular nucleus,,birnlex_875,,,Regional part of brain,,,,,,PnO,
:Category:Oral pulvinar nucleus,Oral pulvinar nucleus,"anterior pulvinar nucleus,oral part of pulvinar,oral portion of pulvinar,oral nuclear group of pulvinar,nucleus pulvinaris oralis,nucleus pulvinaris oralis thalami",birnlex_1239,,,Regional part of brain,,,,,,"OPul,APul",
:Category:Orbital frontal cortex,Orbital frontal cortex,orbitofrontal cortex,birnlex_1049,,,Regional part of brain,:Category:Human,"Component of the prefontal cortex, frontal lobe, inferior region (Christine Fennema-Notestine).",,,,OFC,
:Category:Orbital gyri complex,Orbital gyri complex,Orgital_gyri,birnlex_1223,,,Regional part of brain,,,,,,,
:Category:Orbital part of inferior frontal gyrus,Orbital part of inferior frontal gyrus,pars orbitalis gyri frontalis inferioris,birnlex_1207,,,Regional part of brain,,"Component of the inferior frontal gyrus.defined as the first gyrus from the precentral gyrus.the remainder of the inferior frontal gyrus once the pars opercularis and triangularis have been defined (Christine Fennema-Notestine)., NeuroNames",,,,,
:Category:Organum vasculosum lamina terminalis,Organum vasculosum lamina terminalis,"supraoptic crest,vascular organ of the lamina terminalis,medial prechiasmatic gland,optic recess organ",nlx_anat_100313,,,Circumventricular organ,:Category:Mammal,circumventricular organ that forms the ventral part of the midline anterior wall of the third ventricle,,,,"OVLT, VOLT",
:Category:Paleocortex,Paleocortex,,nlx_143559,,,Regional part of brain,,"Part of the allocortex defined on the basis of cytoarchitecture. The other two are archicortex and periallocortex. It consists of very thin, primitive cortex with few clearly defined layers. It is distinguished ontogenetically by the fact that it does not develop through a cortical plate. It includes the olfactory bulb, accessory olfactory bulb, olfactory tubercle, septum, prepyriform area and periamygdalar area ( Stephan-1975 ). (adapted from Brain Info)",cyto-architecture,,,,
:Category:Paleodentate of dentate nucleus,Paleodentate of dentate nucleus,,birnlex_1490,,,Regional part of brain,,,,,,Pdt,
:Category:Pallidotegmental fasciculus,Pallidotegmental fasciculus,,birnlex_1331,,,Regional part of brain,,,,,,ptf,
:Category:Pallium,Pallium,Cerebral Cortex,nlx_158478,,,Regional part of brain,,"The commonly used synonym of the cerebral cortex. Used first by Burdach for macrodissected adult humans (1822), and by many others since, including His (1895), and Nauta & Feirtag (1986). In Latin pallium means a mantle, cloak, or blanket",,,,,
:Category:Parabigeminal nucleus,Parabigeminal nucleus,"Nucleus parabigeminous,Ch8 cell group",birnlex_1007,,,Regional part of brain,:Category:Mammal,"Cholinergic cell group that is located ventral to the brachium of the inferior colliculus (in rat) and has reciprocal connectivity with the superior colliculus (Adapted from Paxinos, The rat central nervous system, 2nd ed, 1995, pg 865","cyto-architecture, chemoarchitecture",,,PBG,
:Category:Parabrachial nucleus,Parabrachial nucleus,,nlx_23647,,,Regional part of brain,,,,,,,
:Category:Parabrachial pigmented nucleus,Parabrachial pigmented nucleus,,nlx_144307,,,Regional part of brain,:Category:Mammal,"Nucleus identified in the medial ventral tegmental area that borders the red nucleus and superior cerebellar peduncle dorsally, the medial lemniscus laterally, the subtantia nigra pars compacta and paranigral nucleus ventrally and the rostral linear nucleus and interfascicular nucleus medially.  Generally, the largest nucleus in the ventral tegmental area, occupying an average of 50% of the total volume as measured in rat, cat, monkey and human.",cyto-architecture,,,PBP,
:Category:Paracentral nucleus,Paracentral nucleus,"paracentral nucleus thalamus (Gurdjian 1927),paracentral thalamic nucleus,nucleus paracentral thalami,paracentral nucleus of thalamus,nucleus paracentral,nucleus centralis lateralis superior (Kusama,nucleus paracentralis",birnlex_981,,,Nucleus of CNS,,,,,,PC,
:Category:Parafascicular nucleus,Parafascicular nucleus,"parafascicular nucleus (Vogt),nucleus parafascicularis (Hassler),parafascicular thalamic nucleus,parafascicular nucleus of the thalamus,nucleus parafascicularis thalami,nuclei parafasciculares thalami,nucleus parafascicularis",birnlex_952,,,Nucleus of CNS,,,,,,PF,
:Category:Parahippocampal area,Parahippocampal area,Region of the piriform lobe that includes the entorhinal cortex,nlx_144076,,,Regional part of brain,:Category:Mammal,,,,,,
:Category:Parahippocampal gyrus,Parahippocampal gyrus,hippocampal gyrus,birnlex_807,,,Regional part of brain,,"Component of the temporal lobe on the mesial surface, posterior to the entorhinal cortex. The rostral and caudal boundaries are the posterior end of the netorhinal cortex and the caudal portion of the hippocampus, respectively.  The medial boudnary is designated as the medial aspect off the temporal lobe and the lateral boundary is the collateral sulcus (Christine Fennema-Notestine).",,,,PaI,
:Category:Paralaminar part of medial dorsal nucleus,Paralaminar part of medial dorsal nucleus,"pars multiformis,nucleus medialis dorsalis,nucleus medialis dorsalis thalami,paralaminar part of dorsomedial nucleus,nucleus medialis dorsalis caudalis (Hassler),pars paralaminaris,mediodorsal thalamic nucleus,paralaminar part,ventral mediodorsal nucleus,paralaminar part of medial dorsal nucleus",birnlex_1276,,,Regional part of brain,,,,,,MDPL,
:Category:Paramedian reticular nucleus,Paramedian reticular nucleus,,nlx_151902,,,Regional part of brain,,,,:Category:Precerebellar nucleus,,,
:Category:Parasolitary nucleus,Parasolitary nucleus,"nucleus juxtasolitarius,nucleus fasciculus solitarius",birnlex_2653,,,Regional part of brain,,,,,,PSol,
:Category:Parasubiculum,Parasubiculum,parasubicular area,nlx_anat_091002,,,Regional part of brain,:Category:Mammal,"A transitional zone between the presubiculum and the entorhinal area in the mouse (Paxinos-2001), the rat (Swanson-1998) and the primate (Zilles-1990). Defined on the basis of cytoarchitecture, it is more similar to the presubiculum than to the entorhinal area (Zilles-1990). (from Brain Info)",cyto-architecture,,,PaS,
:Category:Paratenial nucleus,Paratenial nucleus,"Paratenial thalamic nucleus,parataenial nucleus",birnlex_860,,,Regional part of brain,,,,,,PT,
:Category:Paraterminal gyrus,Paraterminal gyrus,,birnlex_1138,,,Regional part of brain,,,,,,,
:Category:Paraventricular hypothalamic region,Paraventricular hypothalamic region,Paraventricular Hypothalamus,nlx_144080,,,Regional part of brain,,,,,,,
:Category:Paraventricular nucleus of hypothalamus,Paraventricular nucleus of hypothalamus,,birnlex_1407,,,Nucleus of CNS,,"Nucleus in the anterior part of the hypothalamus. (MSH) * one of the magnocellular hypothalamic nuclei, an elongated plate of large, deeply staining cells located close to the third ventricle in the anterior hypothalamic area; major source of oxytocin and to a lesser extent, of antidiuretic hormone, neurohormones, which are carried to the neurohypophysis along the paraventriculohypophysial tract. (CSP)",,,,Pa,
:Category:Paraventricular nucleus of thalamus,Paraventricular nucleus of thalamus,Paraventricular thalamic nucleus,birnlex_764,,,Regional part of brain,,,,,,PV,
:Category:Paraventricular nucleus of the hypothalamus descending division,Paraventricular nucleus of the hypothalamus descending division,,birnlex_1413,,,Regional part of brain,,,,,,PVHd,
:Category:Paraventricular nucleus of the hypothalamus descending division - forniceal part,Paraventricular nucleus of the hypothalamus descending division - forniceal part,,birnlex_1374,,,Regional part of brain,,,,,,PVHf,
:Category:Paraventricular nucleus of the hypothalamus descending division - lateral parvicellular part,Paraventricular nucleus of the hypothalamus descending division - lateral parvicellular part,,birnlex_1354,,,Regional part of brain,,,,,,PVHlp,
":Category:Paraventricular nucleus of the hypothalamus descending division - medial parvicellular part, ventral zone","Paraventricular nucleus of the hypothalamus descending division - medial parvicellular part, ventral zone",,birnlex_1342,,,Regional part of brain,,,,,,PVHmpv,
:Category:Paraventricular nucleus of the hypothalamus magnocellular division,Paraventricular nucleus of the hypothalamus magnocellular division,,birnlex_1419,,,Regional part of brain,,,,,,PVHm,
:Category:Paraventricular nucleus of the hypothalamus magnocellular division - anterior magnocellular part,Paraventricular nucleus of the hypothalamus magnocellular division - anterior magnocellular part,,birnlex_1384,,,Regional part of brain,,,,,,"PVHam, PaAM",
:Category:Paraventricular nucleus of the hypothalamus magnocellular division - medial magnocellular part,Paraventricular nucleus of the hypothalamus magnocellular division - medial magnocellular part,,birnlex_1388,,,Regional part of brain,,,,,,PVHmm,
:Category:Paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part,Paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part,,birnlex_1394,,,Regional part of brain,,,,,,PVHpm,
:Category:Paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part lateral zone,Paraventricular nucleus of the hypothalamus magnocellular division - posterior magnocellular part lateral zone,,birnlex_1320,,,Regional part of brain,,,,,,PVHpml,
